reading_id,session_id,city_name,state,recorded_at,date_only,hour_of_day,temperature,feels_like,temp_min,temp_max,humidity,pressure,visibility_km,cloudiness,weather_main,weather_description,wind_speed,wind_direction,rain_1h,snow_1h,data_source
361,38,Mumbai,Maharashtra,2026-08-28T16:00:00,2026-08-28,16,28.0,31.6,26.0,30.0,81,1013.0,10.0,20,Clear,mainly clear,18.4,,0.0,0.0,Open-Meteo (Live)
362,38,Delhi,Delhi,2026-08-28T16:00:00,2026-08-28,16,34.0,37.9,32.0,36.0,54,1013.0,10.0,20,Clear,mainly clear,11.8,,0.0,0.0,Open-Meteo (Live)
363,38,Bangalore,Karnataka,2026-08-28T16:00:00,2026-08-28,16,28.4,28.2,26.4,30.4,51,1013.0,10.0,20,Clouds,overcast,19.2,,0.0,0.0,Open-Meteo (Live)
364,38,Chennai,Tamil Nadu,2026-08-28T16:00:00,2026-08-28,16,32.8,37.1,30.799999999999997,34.8,59,1013.0,10.0,20,Clear,mainly clear,10.8,,0.0,0.0,Open-Meteo (Live)
365,38,Kolkata,West Bengal,2026-08-28T16:00:00,2026-08-28,16,28.4,35.3,26.4,30.4,91,1013.0,10.0,20,Drizzle,light drizzle,7.0,,0.1,0.0,Open-Meteo (Live)
366,38,Hyderabad,Telangana,2026-08-28T16:00:00,2026-08-28,16,30.6,31.6,28.6,32.6,50,1013.0,10.0,20,Clouds,overcast,16.3,,0.0,0.0,Open-Meteo (Live)
367,38,Pune,Maharashtra,2026-08-28T16:00:00,2026-08-28,16,25.7,27.3,23.7,27.7,78,1013.0,10.0,20,Clear,mainly clear,21.8,,0.0,0.0,Open-Meteo (Live)
368,38,Ahmedabad,Gujarat,2026-08-28T16:00:00,2026-08-28,16,34.1,36.8,32.1,36.1,47,1013.0,10.0,20,Clouds,overcast,12.1,,0.0,0.0,Open-Meteo (Live)
369,38,Jaipur,Rajasthan,2026-08-28T16:00:00,2026-08-28,16,32.7,36.4,30.700000000000003,34.7,56,1013.0,10.0,20,Clouds,overcast,11.1,,0.0,0.0,Open-Meteo (Live)
370,38,Lucknow,Uttar Pradesh,2026-08-28T16:00:00,2026-08-28,16,28.6,34.8,26.6,30.6,89,1013.0,10.0,20,Thunderstorm,thunderstorm,11.4,,0.2,0.0,Open-Meteo (Live)
